date,party,value
1.10.2007,US/US-DEU,0.001
1.12.2007,US/US-DEU,0.001
1.10.2008,US/US-DEU,0.003
1.9.2013,Usvit,0.01845
1.10.2013,Usvit,0.0369
1.11.2013,Usvit,0.05535
1.1.2014,Usvit,0.043225
1.2.2014,Usvit,0.036
1.3.2014,Usvit,0.0427
1.4.2014,Usvit,0.0305
1.5.2014,Usvit,0.0246
1.6.2014,Usvit,0.0186
1.9.2014,Usvit,0.0125
1.10.2014,Usvit,0.0244
1.11.2014,Usvit,0.01875
1.12.2014,Usvit,0.0189
1.1.2015,Usvit,0.01845
1.2.2015,Usvit,0.02975
1.3.2015,Usvit,0.0119
1.4.2015,Usvit,0.01845
1.5.2015,Usvit,0.018375
1.10.2015,Usvit,0.0122
1.1.2016,Usvit,0.01215
1.2.2016,Usvit,0.012
1.10.2009,VV,0.012
1.11.2009,VV,0.028
1.12.2009,VV,0.042
1.1.2010,VV,0.034
1.2.2010,VV,0.051
1.3.2010,VV,0.061
1.4.2010,VV,0.081
1.5.2010,VV,0.102
1.9.2010,VV,0.131
1.10.2010,VV,0.091
1.11.2010,VV,0.047
1.12.2010,VV,0.0676
1.1.2011,VV,0.083
1.2.2011,VV,0.067375
1.3.2011,VV,0.0915
1.4.2011,VV,0.0427
1.5.2011,VV,0.03125
1.9.2011,VV,0.03175
1.10.2011,VV,0.0369
1.11.2011,VV,0.0369
1.12.2011,VV,0.0123
1.1.2012,VV,0.031
1.2.2012,VV,0.03125
1.3.2012,VV,0.025
1.4.2012,VV,0.01845
1.5.2012,VV,0.0124
1.3.2013,VV,0.0124
